sku,quantity,price
RCT-O-GIZ2202010,1,237.30
RCT-O-GIZ2111008,1,158.20
RCT-O-GIZ2112001,1,263.67
RCT-O-GIZ2111002,1,237.30
RCT-O-241105-02,1,184.57
MILLIKEN-GIZ2204002,1,224.12
MILLIKEN-GIZ2209010,1,237.30
MILLIKEN-GIZ2202005,1,217.53
MILLIKEN-GIZ2210012,1,210.93
MILLIKEN-GIZ2306003,1,224.12
RCT-C-TEST001,1,174.21
RCT-C-TEST002,1,178.92
RCT-C-TEST003,1,164.79
RCT-C-TEST004,1,188.33
RCT-C-TEST005,1,197.75
RC-SERVICE-MONTERING,1,31.24
RC-SERVICE-RENGORING,1,20.83
