sku,quantity,price
RCT-O-GIZ2202010,1,348.47
RCT-O-GIZ2111008,1,232.31
RCT-O-GIZ2112001,1,387.19
RCT-O-GIZ2111002,1,348.47
RCT-O-241105-02,1,271.03
MILLIKEN-GIZ2204002,1,329.11
MILLIKEN-GIZ2209010,1,348.47
MILLIKEN-GIZ2202005,1,319.43
MILLIKEN-GIZ2210012,1,309.75
MILLIKEN-GIZ2306003,1,329.11
RCT-C-TEST001,1,255.82
RCT-C-TEST002,1,262.73
RCT-C-TEST003,1,241.99
RCT-C-TEST004,1,276.56
RCT-C-TEST005,1,290.39
RC-SERVICE-MONTERING,1,45.87
RC-SERVICE-RENGORING,1,30.58
